CNFW01002104.1	ERS027644SCcontig002104
JZAM01000252.1	LJCS01000252.1
CNFW01001279.1	ERS027644SCcontig001279
JZAM01000079.1	LJET02000241.1
GG668561.1	SCAFFOLD29
AEJC01000464.1	gcontig_1108499726557
LJRD01000180.1	PreICMP16945_Contig_103
CXDQ01000466.1	ERS009857SCcontig000466
LITJ01000028.1	LKKT01000026.1
LFQK01000073.1	LHQM01000068.1
HK1c1975	JPDT01001972.1
JMSO01000507.1	JMSP01000350.1
JZAM01000237.1	LJCS01000237.1
CNFW01001726.1	ERS027644SCcontig001726
JPRF03000043.1	JQIT01000003.1
LGIT01000015.1	NODE_19_length_704_cov_222.584_ID_37
AQQZ01000044.1	JXMU01000043.1
F6602contig2338.1	LGKH01001489.1
HK1c2783	JPDT01002777.1
CNFW01000084.1	ERS027644SCcontig000084
F6602contig1374.1	LGKH01000418.1
CNFW01003889.1	ERS027644SCcontig003889
0032	CXWD01000032.1
AJQY01000380.1	Contig_380
F6602contig4280.1	LGKH01003648.1
F6602contig4922.1	LGKH01004361.1
CXDQ01000191.1	ERS009857SCcontig000191
CVRS01000036.1	RIL183_131
GG668537.1	GL629651.1
Contig162	LKBH01000071.1
JYJF01001161.1	contig-1168
LJRP01000018.1	PttICMP459_Contig_27
HK1c1329	JPDT01001326.1
JMSP01000005.1	contig334
F6602contig2401.1	LGKH01001560.1
LJIE01000008.1	bac336_Scaffold8
AQQZ01000022.1	JZAM01000022.1
AEJC01000363.1	gcontig_1108499724921
CNFW01003633.1	ERS027644SCcontig003633
LGUW01000331.1	P092contig52.1
F6602contig4219.1	LGKH01003580.1
LGDE01000080.1	P404contig170.1
B11479contig360.1	LFVR01000295.1
GL891980.1	JH601089.1
HK1c0367	JPDT01000366.1
CP000661.1	CP000903.1
ITZX_scaf_1702	LJZR01000122.1
JH376428.1	supercont1.9
LDVT01000155.1	contig1227
CVRS01000062.1	RIL183_18
JMSP01000264.1	LJDX02000222.1
AJQY01000262.1	Contig_262
AABF01000052.1	Contig0313
AKJT01000057.1	PMI21_contig_69.69
CSXD01000084.1	ERS075547SCcontig000084
F6602contig4800.1	LGKH01004226.1
LGDF01000054.1	P406contig146.1
JMSO01000193.1	LJCS01000227.1
CNFW01002200.1	ERS027644SCcontig002200
LJDX02000071.1	contig162
HK1c1012	JPDT01001009.1
AM167904.1	CP001185.1
CP000903.1	CP001820.1
LGDE01000216.1	P404contig290.1
JMSO01000293.1	JMSP01000434.1
F6602contig530.1	LGKH01004781.1
CNFW01003196.1	ERS027644SCcontig003196
JYJF01001194.1	contig-1202
JYJF01000778.1	contig-778
JYJF01000762.1	contig-762
CNFW01003405.1	ERS027644SCcontig003405
LJQL01000351.1	PgyICMP2189_Contig_211
AE017243.1	CP000903.1
F6602contig2849.1	LGKH01002056.1
B11479contig679.1	LFVR01000650.1
CNFW01001434.1	ERS027644SCcontig001434
HK1c2001	JPDT01001998.1
HK1c2386	JPDT01002383.1
CVRS01000090.1	RIL183_44
B11479contig374.1	LFVR01000310.1
F6602contig846.1	LGKH01005188.1
HK1c0663	JPDT01000662.1
JMSO01000199.1	contig282
LJRP01000063.1	PttICMP459_Contig_14
AQQZ01000015.1	JZAM01000015.1
F6602contig3563.1	LGKH01002851.1
AEJC01000600.1	gcontig_1108499726505
JMSO01000007.1	LJCS01000252.1
LGDE01000330.1	P404contig393.1
F6602contig4456.1	LGKH01003843.1
F6602contig897.1	LGKH01005244.1
LIGE01000008.1	LIUQ01000057.1
HK1c0900	JPDT01000897.1
HK1c0224	JPDT01000223.1
F6602contig1936.1	LGKH01001042.1
GG749021.1	JH414892.1
CNFW01002266.1	ERS027644SCcontig002266
JMSO01000522.1	contig523
CNFW01003930.1	ERS027644SCcontig003930
JYJF01000729.1	contig-729
CXZU01000059.1	ERS085374SCcontig000059
LFQK01000007.1	LIUQ01000037.1
CNFW01000437.1	ERS027644SCcontig000437
HK1c1486	JPDT01001483.1
F6602contig5276.1	LGKH01004754.1
CNFW01001102.1	ERS027644SCcontig001102
CNFW01004036.1	ERS027644SCcontig004036
CNFW01000783.1	ERS027644SCcontig000783
F6602contig3720.1	LGKH01003026.1
LJRN01000231.1	PtoICMP2844_Contig_251
F6602contig2198.1	LGKH01001333.1
CNFW01000749.1	ERS027644SCcontig000749
CNFW01004283.1	ERS027644SCcontig004283
LGDW01000178.1	P435contig250.1
F6602contig4745.1	LGKH01004164.1
CNFW01002593.1	ERS027644SCcontig002593
LDNZ01000075.1	NODE_201_contig78
CNFW01002219.1	ERS027644SCcontig002219
HK1c0928	JPDT01000925.1
JMSO01000135.1	JMSP01000397.1
AJQY01000210.1	Contig_210
AEJC01000117.1	gcontig_1108499717569
BHUMctg81	LFMX01000076.1
F6602contig1669.1	LGKH01000745.1
JMSO01000308.1	LJDX02000148.1
ADDO01000031.1	LGTK01000056.1
JMSO01000415.1	JMSP01000514.1
CNFW01000626.1	ERS027644SCcontig000626
JMSP01000422.1	JZAM01000175.1
JZAM01000294.1	LJDX02000217.1
GG704580.1	KQ236751.1
HK1c0937	JPDT01000934.1
JMSO01000357.1	JZAM01000322.1
JMSO01000307.1	LJDX02000144.1
LFQK01000025.1	LIUQ01000020.1
LGUW01000254.1	P092contig326.1
F6602contig1301.1	LGKH01000338.1
JZAM01000266.1	LJDX02000186.1
CNFW01003401.1	ERS027644SCcontig003401
JMSO01000513.1	JMSP01000563.1
LJCS01000105.1	LJDX02000008.1
CNFW01003691.1	ERS027644SCcontig003691
AAI_A_2195_scaffold73	HE972594.1
B11479contig770.1	LFVR01000752.1
ABHU01000060.1	gcontig_1106613681616
CP001431.1	CU207366.1
LJCS01000195.1	LJDX02000107.1
JMSO01000196.1	LJCS01000004.1
F6602contig1347.1	LGKH01000388.1
CNFW01003122.1	ERS027644SCcontig003122
AEJC01000552.1	gcontig_1108499715937
BA000043.1	CP002905.1
Contig30	LIXH01000030.1
JYNY01000235.1	SAG1355
F6602contig2708.1	LGKH01001900.1
BRHa_1002159	LADY01000010.1
CNFW01002369.1	ERS027644SCcontig002369
AMSH01000093.1	LJDX02000300.1
JX02_contig_4	LBCR01000034.1
LGUP01000321.1	P002contig374.1
BBRT01000275.1	NODE_58
AEJC01000138.1	gcontig_1108499728005
LJPT01000189.1	PatICMP4303_Contig_130
JZAM01000027.1	LJET02000184.1
CNFW01000444.1	ERS027644SCcontig000444
F6602contig2870.1	LGKH01002080.1
LJCS01000145.1	LJDX02000052.1
HK1c1980	JPDT01001977.1
Contig103	LKBH01000006.1
JYNY01000326.1	SAG1498
HK1c1865	JPDT01001862.1
CNFW01000545.1	ERS027644SCcontig000545
F6602contig1681.1	LGKH01000759.1
CNFW01000542.1	ERS027644SCcontig000542
LGUP01000279.1	P002contig337.1
JYJF01000535.1	contig-535
AMSH01000062.1	JZAM01000062.1
F6602contig2324.1	LGKH01001474.1
BLOI2_C12	LFDU01000012.1
CNFW01003848.1	ERS027644SCcontig003848
CXZU01000081.1	ERS085374SCcontig000081
JZAM01000010.1	LJET02000002.1
JMSO01000184.1	LJET02000045.1
LJET02000216.1	contig56
INSLA289_contig_125	LHAT01000125.1
CNFW01000486.1	ERS027644SCcontig000486
LGDF01000006.1	P406contig103.1
LGTK01000161.1	contig00161
CXDQ01000217.1	ERS009857SCcontig000217
CNFW01000269.1	ERS027644SCcontig000269
INSLA289_contig_233	LHAT01000233.1
CNFW01001487.1	ERS027644SCcontig001487
JZAM01000097.1	LJET02000261.1
LHQM01000053.1	contig_56
LGUP01000323.1	P002contig376.1
B11479contig202.1	LFVR01000116.1
LGTK01000016.1	LITJ01000016.1
F6602contig2815.1a	LGKH01002019.1
CNFW01004408.1	ERS027644SCcontig004408
JYJF01000981.1	contig-981
LHQM01000087.1	contig_95
F6602contig2251.1	LGKH01001393.1
JXCG01000027.1	contig27
AP009240.1	CP003243.1
AMSH01000128.1	LJCS01000128.1
F6602contig2657.1	LGKH01001843.1
CBZV010000015.1	LFQK01000015.1
F6602contig1818.1	LGKH01000911.1
F6602contig202.1	LGKH01001136.1
JMSP01000412.1	LJCS01000139.1
CNFW01004412.1	ERS027644SCcontig004412
JMSO01000272.1	contig146
AP009240.1	L43967.2
CNFW01003832.1	ERS027644SCcontig003832
F6602contig4434.1	LGKH01003819.1
JMSO01000499.1	LJET02000209.1
F6602contig2520.1	LGKH01001692.1
JMSO01000224.1	LJET02000063.1
CBZV010000052.1	LFQK01000052.1
LJRN01000021.1	PtoICMP2844_Contig_262
AEJC01000131.1	gcontig_1108499726573
JXCG01000007.1	LDJX01000007.1
F6602contig3952.1	LGKH01003283.1
CNFW01000754.1	ERS027644SCcontig000754
JYJF01001097.1	contig-1098
JYGY01000030.1	scaffold_29
AE016853.1	FN563149.1
JYJF01000977.1	contig-977
JPRF03000072.1	LHQM01000062.1
F6602contig3515.1	LGKH01002798.1
GL891988.1	supercont1.10
ADGX01000146.1	ctg00321
LJES02000224.1	L_contig000223
F6602contig4385.1	LGKH01003764.1
LFYT02000017.1	LimC-II-D5-C17
AMRN01000021.1	LJDX02000124.1
JMSO01000417.1	JMSP01000222.1
F6602contig3304.1	LGKH01002564.1
GG749035.1	JH376439.1
BHUMctg62	LFMX01000057.1
CP001190.1	pGDIA01
CNFW01003516.1	ERS027644SCcontig003516
B11479contig549.1	LFVR01000506.1
F6602contig3017.1	LGKH01002245.1
INSLA289_contig_11	LHAT01000011.1
HK1c0296	JPDT01000295.1
JMSO01000157.1	LJCS01000196.1
LGDW01000235.1	P435contig299.1
JXCG01000038.1	LJET02000196.1
CXDQ01000390.1	ERS009857SCcontig000390
AMRN01000001.1	LJET02000001.1
LJCS01000258.1	LJET02000177.1
LJCS01000245.1	LJET02000163.1
CNFW01002071.1	ERS027644SCcontig002071
CNFW01000800.1	ERS027644SCcontig000800
CBZV010000041.1	LFQK01000041.1
AAI_A_2195_scaffold128	HE972649.1
AMRN01000003.1	JXMU01000003.1
LDVT01000108.1	contig1321
AJHJ01000065.1	JMSO01000118.1
JQIP01000054.1	Sequence0000001862
JZAM01000439.1	contig439
HK1c2713	JPDT01002707.1
F6602contig2970.1	LGKH01002192.1
LJRN01000218.1	PtoICMP2844_Contig_306
BA000043.1	CP000410.2
CNFW01002979.1	ERS027644SCcontig002979
LGEC01000119.1	P441contig64.1
LJQL01000169.1	PgyICMP2189_Contig_346
AABF01000032.1	Contig0347
AJHJ01000043.1	LJCS01000043.1
LIUQ01000087.1	contig_73
HK1c0620	JPDT01000619.1
JMSP01000569.1	contig520
LIXH01000045.1	LKBH01000253.1
AE017243.1	CP002526.1
CNFW01000114.1	ERS027644SCcontig000114
AEJC01000139.1	gcontig_1108499722263
LITJ01000050.1	LKKT01000048.1
LGEC01000127.1	P441contig70.1
LGDE01000401.1	P404contig457.1
AMSH01000026.1	AQQZ01000026.1
LGEC01000049.1	P441contig14.1
JQIT01000015.1	LIGE01000046.1
GG739932.1	JH376426.1
JMSO01000022.1	JMSP01000255.1
LGUP01000147.1	P002contig223.1
CNFW01000198.1	ERS027644SCcontig000198
F6602contig4590.1	LGKH01003992.1
F6602contig3724.1	LGKH01003030.1
LJCS01000222.1	LJET02000138.1
ABHU01000087.1	gcontig_1106613681614
AFNU02000021.1	LIXH01000021.1
JZAM01000185.1	LJCS01000185.1
JMSP01000423.1	JZAM01000176.1
F6602contig272.1	LGKH01001913.1
F6602contig3352.1	LGKH01002617.1
LGUV01000049.1	P046contig139.1
JMSO01000256.1	contig085
CBZV010000018.1	JQIT01000014.1
JZAM01000059.1	LJDX02000262.1
B11479contig176.1	LFVR01000086.1
F6602contig2672.1	LGKH01001860.1
F6602contig1753.1	LGKH01000839.1
LGUP01000373.1	P002contig52.1
JZAM01000061.1	LJET02000222.1
JMSP01000211.1	contig571
BRHa_1005383	LADU01000082.1
CNFW01003414.1	ERS027644SCcontig003414
LGUV01000250.1	P046contig314.1
CBZV010000010.1	LFQK01000010.1
F6602contig4774.1	LGKH01004196.1
LJCS01000175.1	LJET02000085.1
LJCS01000134.1	contig134
B11479contig25.1	LFVR01000169.1
JYJF01000271.1	contig-271
LJES02000188.1	L_contig000187
CNFW01003228.1	ERS027644SCcontig003228
F6602contig3553.1	LGKH01002840.1
HK1c1609	JPDT01001606.1
JMSO01000248.1	JMSP01000208.1
GG739964.1	supercont1.39
LFQK01000094.1	contig_97
CM001167.1	CP001820.1
LGDE01000241.1	P404contig312.1
CNFW01000287.1	ERS027644SCcontig000287
AJQY01000375.1	Contig_375
LGUP01000179.1	P002contig251.1
F6602contig1134.1	LGKH01000152.1
BBRT01000013.1	NODE_11
INSLA289_contig_271	LHAT01000271.1
JMSO01000203.1	contig389
AJHJ01000010.1	JMSO01000024.1
LJCS01000191.1	LJET02000103.1
AEJC01000490.1	gcontig_1108499710247
JMSO01000415.1	contig408
HK1c2625	JPDT01002621.1
CNFW01000960.1	ERS027644SCcontig000960
F6602contig2322.1	LGKH01001472.1
LGUW01000225.1	P092contig30.1
AKNR01000011.1	NQ4216.contig.10_1
AE017243.1	CP003243.1
B11479contig496.1	LFVR01000447.1
CXDQ01000297.1	ERS009857SCcontig000297
JMSP01000157.1	LJDX02000111.1
AMSH01000078.1	LJDX02000283.1
AMSH01000071.1	contig71
JYNY01000555.1	SAG1856
HK1c2638	JPDT01002634.1
LDVT01000189.1	contig1159
AJHJ01000069.1	contig069
LGUP01000096.1	P002contig18.1
BBRT01000096.1	LAMX01000002.1
JYNY01000018.1	SAG11019
JYJF01000816.1	contig-816
B11479contig184.1	LFVR01000095.1
CXDQ01000046.1	ERS009857SCcontig000046
AMSH01000094.1	LJDX02000301.1
CNFW01000370.1	ERS027644SCcontig000370
AE004091.2	CP002534.1
HK1c3009	JPDT01003003.1
CNFW01004034.1	ERS027644SCcontig004034
LJRD01000331.1	PreICMP16945_Contig_335
HK1c0754	JPDT01000753.1
LGUV01000306.1	P046contig365.1
HK1c0436	JPDT01000435.1
CNFW01001737.1	ERS027644SCcontig001737
AKJT01000140.1	PMI21_contig_177.177
JMSO01000064.1	LJCS01000225.1
CNFW01002323.1	ERS027644SCcontig002323
JMSO01000520.1	contig521
HK1c0778	JPDT01000777.1
HK1c1440	JPDT01001437.1
LCFW01000012.1	UV80_C0012
HK1c0286	JPDT01000285.1
CNFW01002395.1	ERS027644SCcontig002395
HK1c0422	JPDT01000421.1
CNFW01001344.1	ERS027644SCcontig001344
JYNY01000533.1	SAG1830
F6602contig325.1	LGKH01002503.1
CNFW01003491.1	ERS027644SCcontig003491
LGDW01000362.1	P435contig411.1
Contig_106_UM147	LFLE01000035.1
F6602contig5057.1	LGKH01004511.1
AAI_A_2195_scaffold35	HE972556.1
CNFW01000033.1	ERS027644SCcontig000033
LJCS01000215.1	LJDX02000130.1
F6602contig5340.1	LGKH01004826.1
HK1c2334	JPDT01002331.1
JMSP01000352.1	contig440
JMSP01000147.1	contig129
JPRF03000084.1	LIUQ01000100.1
AKJT01000086.1	PMI21_contig_113.113
LJQL01000378.1	PgyICMP2189_Contig_305
CNFW01002670.1	ERS027644SCcontig002670
LGUP01000137.1	P002contig215.1
ADDO01000057.1	contig00023
CNFW01001022.1	ERS027644SCcontig001022
JYJF01000708.1	contig-708
LGDW01000450.1	P435contig55.1
JMSP01000187.1	contig098
LGDF01000153.1	P406contig65.1
CNFW01002314.1	ERS027644SCcontig002314
AEJC01000609.1	gcontig_1108499717565
CBZV010000050.1	JPRF03000055.1
LJRP01000048.1	PttICMP459_Contig_13
LHQM01000037.1	contig_40
AEJC01000401.1	gcontig_1108499712539
LGDW01000276.1	P435contig335.1
F6602contig3188.1	LGKH01002434.1
HK1c2021	JPDT01002018.1
LDVT01000158.1	contig1221
Contig2	LGIQ01000013.1
AEJC01000565.1	gcontig_1108499722217
AEJC01000019.1	gcontig_1108499714217
CYFX01000163.1	ERS150873SCcontig000163
F6602contig969.1	LGKH01005324.1
AKJT01000120.1	PMI21_contig_149.149
AMSH01000121.1	LJET02000026.1
CP001612.1	CP012040.1
JMSO01000303.1	LJDX02000136.1
F6602contig3654.1	LGKH01002952.1
ABHU01000081.1	gcontig_1106613680314
JZAM01000210.1	LJCS01000210.1
JYJF01000890.1	contig-890
HK1c0437	JPDT01000436.1
HK1c0307	JPDT01000306.1
CXZU01000034.1	ERS085374SCcontig000034
LJDX02000176.1	LJET02000176.1
B11479contig598.1	LFVR01000560.1
LJRD01000088.1	PreICMP16945_Contig_155
LJRD01000498.1	PreICMP16945_Contig_201
JYJF01001121.1	contig-1124
CYFX01000151.1	ERS150873SCcontig000151
AAP93_Contigs_41	LJHZ01000041.1
Contig113	LKBH01000017.1
F6602contig4826.1	LGKH01004254.1
LJES02000131.1	L_contig000130
AAOS02000041.1	gcontig_1106166534774
AJHJ01000072.1	contig072
LHQM01000078.1	LIUQ01000138.1
BACI01000023.1	GOALK023.
LIGE01000026.1	contig_33
LGUW01000046.1	P092contig14.1
JMSP01000330.1	LJET02000071.1
JQIT01000006.1	contig_7
F6602contig2279.1	LGKH01001423.1
LITJ01000025.1	contig00025
ADDO01000020.1	LITJ01000065.1
JZAM01000341.1	contig341
BEN-C_U2A4042_Contig_2	CTEG01000012.1
CNFW01000475.1	ERS027644SCcontig000475
JZAM01000200.1	LJET02000114.1
DS999550.1	GG668544.1
LGDW01000472.1	P435contig74.1
LJRD01000198.1	PreICMP16945_Contig_357
HK1c2954	JPDT01002948.1
CNFW01004210.1	ERS027644SCcontig004210
F6602contig4168.1	LGKH01003523.1
CNFW01001819.1	ERS027644SCcontig001819
BBRT01000174.1	NODE_323
JYJF01000601.1	contig-601
LGDW01000220.1	P435contig285.1
LJET02000093.1	contig182
LJRD01000015.1	PreICMP16945_Contig_183
CNFW01000153.1	ERS027644SCcontig000153
F6602contig2141.1a	LGKH01001271.1
AE004091.2	AE016853.1
LFQK01000106.1	LITU01000028.1
JMSO01000120.1	LJDX02000098.1
AFNU02000024.1	LIXH01000024.1
LGDF01000129.1	P406contig44.1
AMRN01000022.1	LJDX02000135.1
LKKT01000122.1	contig00176
AJQY01000078.1	Contig_078
F6602contig4706.1	LGKH01004121.1
AABF01000300.1	Contig0069
LJPT01000099.1	PatICMP4303_Contig_55
F6602contig4455.1	LGKH01003842.1
CNFW01001828.1	ERS027644SCcontig001828
AEJC01000284.1	gcontig_1108499717555
LJQL01000074.1	PgyICMP2189_Contig_355
F6602contig1687.1	LGKH01000765.1
F6602contig1117.1	LGKH01000133.1
LDNZ01000084.1	NODE_201_contig87
CNFW01002876.1	ERS027644SCcontig002876
JMSO01000050.1	contig163
LDNZ01000048.1	NODE_201_contig49
CR555306.1	HE965803.1
JMSO01000335.1	JZAM01000285.1
JMSO01000316.1	JMSP01000319.1
LDNZ01000039.1	NODE_201_contig40
GG739930.1	JH376424.1
ADDO01000041.1	LITJ01000017.1
B11479contig110.1	LFVR01000014.1
LJRP01000119.1	PttICMP459_Contig_50
CNFW01000938.1	ERS027644SCcontig000938
F6602contig1437.1	LGKH01000488.1
HK1c0762	JPDT01000761.1
BACI01000053.1	GOALK053.
AQQZ01000006.1	JMSP01000335.1
CNFW01001907.1	ERS027644SCcontig001907
Contig156	LKBH01000064.1
LDNZ01000276.1	NODE_4_length_1833
CNFW01001521.1	ERS027644SCcontig001521
JPRF03000034.1	LITU01000011.1
CSXD01000002.1	ERS075547SCcontig000002
HK1c3000	JPDT01002994.1
LGDW01000348.1	P435contig4.2
JPRF03000001.1	LIGE01000025.1
LGTK01000081.1	contig00081
AEJC01000638.1	gcontig_1108499712511
HK1c2981	JPDT01002975.1
CYAV01000139.1	ERS085366SCcontig000139
GG704575.1	JH376423.1
AJHJ01000074.1	LJCS01000074.1
LJRD01000340.1	PreICMP16945_Contig_367
LGDF01000012.1	P406contig109.1
LGDF01000047.1	P406contig14.1
CP001878.2	CP002573.1
F6602contig1712.1	LGKH01000794.1
LGUV01000067.1	P046contig155.1
LJPT01000042.1	PatICMP4303_Contig_111
CNFW01002066.1	ERS027644SCcontig002066
ADDO01000056.1	LKKT01000044.1
F6602contig4625.1	LGKH01004031.1
AEJC01000016.1	gcontig_1108499728001
CYFX01000101.1	ERS150873SCcontig000101
CXDQ01000497.1	ERS009857SCcontig000497
F6602contig1690.1	LGKH01000769.1
CP001189.1	CP001612.1
F6602contig3637.1	LGKH01002933.1
AJQY01000469.1	Contig_469
GL891984.1	JH724273.1
JMSO01000373.1	contig351
B11479contig370.1	LFVR01000306.1
CNFW01000001.1	ERS027644SCcontig000001
F6602contig3305.1	LGKH01002565.1
CNFW01003615.1	ERS027644SCcontig003615
CNFW01001480.1	ERS027644SCcontig001480
AAP93_Contigs_100	LJHZ01000100.1
JH414892.1	JH470343.1
HK1c2913	JPDT01002907.1
LJES02000104.1	L_contig000103
JMSP01000459.1	LJDX02000186.1
LGEA01000124.1	P439contig49.1
AJHJ01000091.1	contig091
LFZW01000002.1	Scaffold2
LJRP01000053.1	PttICMP459_Contig_40
JXDC01000009.1	LJCS01000009.1
LJES02000060.1	L_contig000059
CP001056.1	CP011300.1
F6602contig1070.1	LGKH01000081.1
F6602contig2254.1	LGKH01001396.1
F6602contig4262.1	LGKH01003628.1
AEXM01000014.1	contig00049
LIUQ01000069.1	contig_78
LGTK01000076.1	LITJ01000076.1
CNFW01004003.1	ERS027644SCcontig004003
AEJC01000205.1	gcontig_1108499723633
ADDO01000028.1	AEXM01000018.1
JYJF01000604.1	contig-604
HK1c0796	JPDT01000795.1
LJDX02000093.1	LJET02000093.1
ADGX01000320.1	ctg00032
JMSO01000435.1	JZAM01000432.1
JMSP01000640.1	contig622
JYJF01000518.1	contig-518
CNFW01001844.1	ERS027644SCcontig001844
AJQY01000294.1	Contig_294
JMSO01000293.1	JZAM01000201.1
F6602contig108.1	LGKH01000091.1
BACI01000126.1	GOALK126.
AQQZ01000055.1	JXMU01000053.1
BACI01000049.1	GOALK049.
CM000724.1	HE965803.1
LJRN01000137.1	PtoICMP2844_Contig_157
HK1c2107	JPDT01002104.1
F6602contig4752.1	LGKH01004172.1
CYFX01000124.1	ERS150873SCcontig000124
LGEA01000021.1	P439contig116.1
HK1c1760	JPDT01001757.1
CNFW01002931.1	ERS027644SCcontig002931
JMSO01000176.1	LJDX02000075.1
F6602contig2551.1	LGKH01001726.1
JZAM01000241.1	LJCS01000241.1
CNFW01003110.1	ERS027644SCcontig003110
AGIK01000012.1	ctg40
CXDQ01000496.1	ERS009857SCcontig000496
F6602contig2954.1	LGKH01002174.1
F6602contig369.1	LGKH01002991.1
ACFB01000021.1	gcontig_1113107088648
CNFW01003306.1	ERS027644SCcontig003306
LJRD01000364.1	PreICMP16945_Contig_231
CSXD01000093.1	ERS075547SCcontig000093
CNFW01003862.1	ERS027644SCcontig003862
HK1c0108	JPDT01000107.1
BBRT01000138.1	LAMX01000030.1
F6602contig5271.1	LGKH01004749.1
HK1c2364	JPDT01002361.1
ALNM01000054.1	ctg120007584551
CP001612.1	CP002573.1
JMSP01000476.1	contig307
F6602contig863.1	LGKH01005207.1
JYJF01000876.1	contig-876
LJQL01000066.1	PgyICMP2189_Contig_302
JZAM01000129.1	contig129
LJQL01000274.1	PgyICMP2189_Contig_439
B11479contig626.1	LFVR01000592.1
LJPW01000176.1	PcaICMP2855_Contig_87
INSLA289_contig_126	LHAT01000126.1
F6602contig2297.1	LGKH01001443.1
F6602contig1513.1	LGKH01000573.1
LJQB01000048.1	PcoICMP19117_Contig_23
ITZX_scaf_128	LJZR01000025.1
JMSO01000126.1	LJDX02000062.1
CXZU01000074.1	ERS085374SCcontig000074
AEJC01000331.1	gcontig_1108499726523
JZAM01000136.1	LJDX02000042.1
F6602contig1354.1	LGKH01000396.1
JQIT01000007.1	LFQK01000008.1
JMSP01000312.1	contig198
F6602contig2766.1	LGKH01001964.1
JMSP01000217.1	contig165
CSXD01000142.1	ERS075547SCcontig000142
JMSO01000002.1	contig043
AM421808.1	CP000769.1
F6602contig2920.1	LGKH01002136.1
AMSH01000015.1	LJDX02000057.1
CNFW01000383.1	ERS027644SCcontig000383
LJDX02000244.1	contig42
LJCS01000160.1	LJDX02000069.1
LGUW01000258.1	P092contig33.1
HK1c0783	JPDT01000782.1
JZAM01000245.1	LJDX02000163.1
CNFW01002898.1	ERS027644SCcontig002898
LJQL01000092.1	PgyICMP2189_Contig_166
AJQY01000166.1	Contig_166
CNFW01001846.1	ERS027644SCcontig001846
BHUMctg147	LFMX01000132.1
CNFW01004235.1	ERS027644SCcontig004235
JZAM01000360.1	contig360
LGDW01000177.1	P435contig25.1
F6602contig4269.1	LGKH01003635.1
JMSO01000252.1	LJCS01000079.1
AJQY01000165.1	Contig_165
HK1c3043	JPDT01003036.1
F6602contig4481.1	LGKH01003871.1
F6602contig111.1	LGKH01000125.1
LGUV01000272.1	P046contig334.1
ADDO01000023.1	LITJ01000039.1
LGDE01000448.1	P404contig70.1
LJRD01000152.1	PreICMP16945_Contig_269
CP000769.1	CP011968.1
AMSH01000133.1	LJET02000039.1
HK1c2557	JPDT01002554.1
AEXM01000023.1	LKKT01000021.1
HK1c0991	JPDT01000988.1
LGUV01000154.1	P046contig229.1
CNFW01001759.1	ERS027644SCcontig001759
CNFW01000777.1	ERS027644SCcontig000777
INSLA289_contig_285	LHAT01000285.1
JPRF03000030.1	LFQK01000028.1
F6602contig181.1	LGKH01000902.1
F6602contig3931.1	LGKH01003260.1
HK1c2097	JPDT01002094.1
ADGX01000112.1	ctg00033
JYJF01000910.1	contig-910
CSXD01000079.1	ERS075547SCcontig000079
AQQZ01000002.1	JXMU01000002.1
LJET02000158.1	contig240
JMSP01000052.1	LJET02000149.1
LFYT02000075.1	LimC-II-D5-C75
CQZO01000120.1	ERS020178SCcontig000120
AE017243.1	CP002824.1
HK1c0291	JPDT01000290.1
CNFW01002458.1	ERS027644SCcontig002458
LJQL01000150.1	PgyICMP2189_Contig_76
LGUP01000383.1	P002contig61.1
BACI01000018.1	GOALK018.
JZAM01000009.1	LJDX02000296.1
JMSP01000426.1	LJCS01000182.1
BBRT01000133.1	LAMX01000020.1
JMSO01000307.1	contig228
F6602contig1064.1a	LGKH01000074.1
CP001964.1	CP002480.1
JPRF03000013.1	LFQK01000012.1
JMSO01000296.1	LJET02000118.1
CNFW01000670.1	ERS027644SCcontig000670
F6602contig2576.1	LGKH01001753.1
CXZU01000058.1	ERS085374SCcontig000058
F6602contig3685.1	LGKH01002986.1
AMSH01000050.1	JZAM01000050.1
JPRF03000105.1	LITU01000025.1
JAIW01000014.1	contig000014
HK1c0089	JPDT01000088.1
AEJC01000474.1	gcontig_1108499729141
ABHU01000110.1	gcontig_1106613680280
AEJC01000091.1	gcontig_1108499718905
B11479contig285.1	LFVR01000208.1
JZAM01000254.1	LJET02000173.1
HK1c1124	JPDT01001121.1
CNFW01004174.1	ERS027644SCcontig004174
F6602contig1363.1	LGKH01000406.1
AQQZ01000018.1	LJDX02000090.1
JYJF01000987.1	contig-987
AJHJ01000029.1	contig029
LGUP01000391.1	P002contig69.1
LGDE01000370.1	P404contig429.1
F6602contig2303.1	LGKH01001451.1
HK1c0522	JPDT01000521.1
F6602contig901.1	LGKH01005250.1
LJRP01000024.1	PttICMP459_Contig_136
CNFW01003802.1	ERS027644SCcontig003802
AAP83_Contigs_74	LJHY01000074.1
LJCS01000253.1	LJET02000172.1
CNFW01002676.1	ERS027644SCcontig002676
F6602contig4119.1	LGKH01003469.1
HK1c0744	JPDT01000743.1
JXMU01000045.1	contig46
CSXD01000037.1	ERS075547SCcontig000037
LJQL01000143.1	PgyICMP2189_Contig_219
Contig297	LKBH01000220.1
LJRD01000373.1	PreICMP16945_Contig_262
CBZV010000065.1	LFQK01000065.1
CXPG01000005.1	CXWD01000005.1
AEJC01000073.1	gcontig_1108499726567
LITJ01000057.1	contig00057
BEN-C_U2A4042_Contig_49	CTEG01000044.1
